hsa:8490	CDS	1:complement(163142299..163321735)	RGS5, MST092, MST106, MST129, MSTP032, MSTP092, MSTP106, MSTP129; regulator of G protein signaling 5
hsa:83540	CDS	1:163321954..163355759	NUF2, CDCA1, CT106, NUF2R; NUF2 component of NDC80 kinetochore complex
hsa:5087	CDS	1:164559184..164886047	PBX1, CAKUHED; PBX homeobox 1
hsa:4009	CDS	1:complement(165201867..165356715)	LMX1A, DFNA7, LMX1, LMX1.1; LIM homeobox transcription factor 1 alpha
hsa:6258	CDS	1:complement(165400922..165445126)	RXRG, NR2B3, RXR-gamma, RXRC, RXRgamma; retinoid X receptor gamma
hsa:440699	CDS	1:165544000..165563957	LRRC52; leucine rich repeat containing 52
hsa:4259	CDS	1:165631234..165656136	MGST3, GST-3, GST-III; microsomal glutathione S-transferase 3
hsa:223	CDS	1:complement(165662216..165698562)	ALDH9A1, ALDH4, ALDH7, ALDH9, E3, TMABA-DH, TMABADH, TMABALDH; aldehyde dehydrogenase 9 family member A1
hsa:54499	CDS	1:complement(165724291..165768922)	TMCO1, CFSMR1, HP10122, PCIA3, PNAS-136, TMCC4; transmembrane and coiled-coil domains 1
hsa:7371	CDS	1:165827614..165911618	UCK2, TSA903, UK, UMPK; uridine-cytidine kinase 2
hsa:100500832	miRNA	1:165907921..165907976	MIR3658; microRNA 3658
hsa:149297	CDS	1:complement(166055918..166167001)	FAM78B; family with sequence similarity 78 member B
hsa:100126349	miRNA	1:complement(166154743..166154798)	MIR921, MIRN921, hsa-mir-921; microRNA 921
hsa:57645	CDS	1:166839475..166856359	POGK, BASS2, KRBOX2, LST003; pogo transposable element derived with KRAB domain
hsa:117143	CDS	1:complement(166856510..166876264)	TADA1, ADA1, HFI1, STAF42, TADA1L, hADA1; transcriptional adaptor 1
hsa:387597	CDS	1:complement(166895696..166975540)	ILDR2, C1orf32, dJ782G3.1; immunoglobulin like domain containing receptor 2
hsa:84944	CDS	1:166975582..167022214	MAEL, CT128, SPATA35; maelstrom spermatogenic transposon silencer
hsa:124904834	ncRNA	1:167041435..167041536	small nucleolar RNA U13
hsa:10223	CDS	1:complement(167052836..167090377)	GPA33, A33; glycoprotein A33
hsa:92235	CDS	1:167094075..167129165	STYXL2, DUSP27; serine/threonine/tyrosine interacting like 2
hsa:5451	CDS	1:167220885..167427345	POU2F1, OCT1, OTF1, Oct1Z, oct-1B; POU class 2 homeobox 1
hsa:919	CDS	1:complement(167430640..167518529)	CD247, CD3-ZETA, CD3H, CD3Q, CD3Z, CD3ZETA, IMD25, T3Z, TCRZ; CD247 molecule
hsa:8804	CDS	1:complement(167541013..167553762)	CREG1, CREG; cellular repressor of E1A stimulated genes 1
hsa:92241	CDS	1:167630232..167708696	RCSD1, CAPZIP, MK2S4; RCSD domain containing 1
hsa:9019	CDS	1:167721982..167791919	MPZL1, MPZL1b, PZR, PZR1b, PZRa, PZRb; myelin protein zero like 1
hsa:55811	CDS	1:complement(167809386..167914134)	ADCY10, HCA2, HEL-S-7a, SAC, SACI, Sacy, hsAC; adenylate cyclase 10
hsa:55827	CDS	1:167863576..168075836	DCAF6, 1200006M05Rik, ARCAP, IQWD1, MSTP055, NRIP, PC326; DDB1 and CUL4 associated factor 6
hsa:25874	CDS	1:complement(167916675..167937072)	MPC2, BRP44, SLC54A2; mitochondrial pyruvate carrier 2
hsa:100313835	miRNA	1:167998660..167998726	MIR1255B2, MIR1255B-2, MIRN1255B2, hsa-mir-1255b-2; microRNA 1255b-2
hsa:23432	CDS	1:complement(168079542..168137667)	GPR161, RE2; G protein-coupled receptor 161
hsa:261726	CDS	1:168178962..168202109	TIPRL, TIP, TIP41, TIPRL1; TOR signaling pathway regulator
hsa:375035	CDS	1:168226004..168253021	SFT2D2, UNQ512, dJ747L4.C1.2; SFT2 domain containing 2
hsa:9095	CDS	1:168280877..168314426	TBX19, TBS19, TPIT, dJ747L4.1; T-box transcription factor 19
hsa:693142	miRNA	1:168375524..168375621	MIR557, MIRN557, hsa-mir-557; microRNA 557
hsa:6846	CDS	1:complement(168540768..168543997)	XCL2, SCM-1b, SCM1B, SCYC2; X-C motif chemokine ligand 2
hsa:6375	CDS	1:168576605..168582069	XCL1, ATAC, LPTN, LTN, SCM-1, SCM-1a, SCM1, SCM1A, SCYC1; X-C motif chemokine ligand 1
hsa:1805	CDS	1:complement(168695468..168729206)	DPT, TRAMP; dermatopontin
hsa:481	CDS	1:169106690..169132719	ATP1B1, ATP1B; ATPase Na+/K+ transporting subunit beta 1
hsa:29922	CDS	1:complement(169132531..169367797)	NME7, CFAP67, MN23H7, NDK_7, NDK7, nm23-H7; NME/NM23 family member 7
hsa:8548	CDS	1:169368195..169396575	BLZF1, GOLGIN-45, JEM-1, JEM-1s, JEM1; basic leucine zipper nuclear factor 1
hsa:57821	CDS	1:complement(169394870..169460669)	CCDC181, C1orf114; coiled-coil domain containing 181
hsa:10560	CDS	1:complement(169463909..169485970)	SLC19A2, TC1, THMD1, THT1, THTR1, TRMA; solute carrier family 19 member 2
hsa:2153	CDS	1:complement(169511951..169586481)	F5, FVL, PCCF, RPRGL1, THPH2; coagulation factor V
hsa:6403	CDS	1:complement(169588849..169630124)	SELP, CD62, CD62P, GMP140, GRMP, LECAM3, PADGEM, PSEL; selectin P
hsa:6402	CDS	1:complement(169690667..169711620)	SELL, CD62L, LAM1, LECAM1, LEU8, LNHR, LSEL, LYAM1, PLNHR, TQ1; selectin L
hsa:6401	CDS	1:complement(169722640..169734079)	SELE, CD62E, ELAM, ELAM1, ESEL, LECAM2, selectin-e; selectin E
hsa:55732	CDS	1:169783837..169854080	FIRRM, Apolo1, C1orf112, FLIP, MEICA1; FIGNL1 interacting regulator of recombination and mitosis
hsa:92342	CDS	1:complement(169792529..169794907)	METTL18, AsTP2, C1orf156, HPM1; methyltransferase 18, RPL3 N3(tau)-histidine
hsa:57147	CDS	1:complement(169849631..169894268)	SCYL3, PACE-1, PACE1; SCY1 like pseudokinase 3
hsa:22920	CDS	1:complement(169921329..170085184)	KIFAP3, FLA3, KAP-1, KAP-3, KAP3, SMAP, Smg-GDS, dJ190I16.1; kinesin associated protein 3
hsa:149281	CDS	1:170145959..170168866	NTMT2, C1orf184, HOMT1B, METTL11B, NTM1B; N-terminal Xaa-Pro-Lys N-methyltransferase 2
hsa:100422839	miRNA	1:complement(170151378..170151462)	MIR3119-1; microRNA 3119-1
hsa:100423010	miRNA	1:170151378..170151462	MIR3119-2; microRNA 3119-2
hsa:92344	CDS	1:170532166..170553834	GORAB, GO, NTKLBP1, SCYL1BP1; golgin, RAB6 interacting
hsa:5396	CDS	1:170662768..170739421	PRRX1, AGOTC, PHOX1, PMX1, PRX-1, PRX1; paired related homeobox 1
hsa:80133	CDS	1:170935534..171064765	MROH9, ARMC11, C1orf129; maestro heat like repeat family member 9
hsa:2328	CDS	1:171090905..171117819	FMO3, FMOII, TMAU, dJ127D3.1; flavin containing dimethylaniline monoxygenase 3
hsa:100302178	miRNA	1:complement(171101728..171101806)	MIR1295A, MIR1295, MIRN1295, hsa-mir-1295, hsa-mir-1295a, mir-1295a; microRNA 1295a
hsa:100847009	miRNA	1:171101739..171101798	MIR1295B; microRNA 1295b
hsa:2327	CDS	1:171185300..171212686	FMO2, FMO1B1; flavin containing dimethylaniline monoxygenase 2
hsa:2326	CDS	1:171248494..171285978	FMO1; flavin containing dimethylaniline monoxygenase 1
hsa:2329	CDS	1:171314183..171342084	FMO4, FMO2; flavin containing dimethylaniline monoxygenase 4
hsa:124904828	ncRNA	1:171481907..171482009	small nucleolar RNA U13
hsa:23215	CDS	1:171485530..171593511	PRRC2C, BAT2-iso, BAT2D1, BAT2L2, XTP2; proline rich coiled-coil 2C
hsa:124904697	ncRNA	1:complement(171519816..171519919)	U6 spliceosomal RNA
hsa:110806290	CDS	1:171600872..171626888	MYOCOS; myocilin opposite strand
hsa:4653	CDS	1:complement(171635417..171652688)	MYOC, GLC1A, GPOA, JOAG, JOAG1, TIGR; myocilin
hsa:8674	CDS	1:complement(171700160..171742065)	VAMP4, VAMP-4, VAMP24; vesicle associated membrane protein 4
hsa:51603	CDS	1:171781660..171797716	METTL13, 5630401D24Rik, CGI-01, DFNB26, DFNB26M, DFNM1, EEF1AKNMT, KIAA0859, feat; methyltransferase 13, eEF1A N-terminus and K55
hsa:26052	CDS	1:171841498..172418466	DNM3, Dyna_III; dynamin 3
hsa:406996	miRNA	1:complement(172138798..172138907)	MIR214, MIRN214, miRNA214, mir-214; microRNA 214
hsa:100422882	miRNA	1:172138808..172138888	MIR3120, mir-3120; microRNA 3120
hsa:406977	miRNA	1:complement(172144535..172144644)	MIR199A2, MIR-199-s, MIRN199A2, mir-199a-2; microRNA 199a-2
hsa:92346	CDS	1:172420685..172468829	C1orf105; chromosome 1 open reading frame 105
hsa:5279	CDS	1:complement(172441457..172444069)	PIGC, GPI2, GPIBD16, MRT62; phosphatidylinositol glycan anchor biosynthesis class C
hsa:51430	CDS	1:172532349..172611833	SUCO, C1orf9, CH1, OPT, SLP1; SUN domain containing ossification factor
hsa:356	CDS	1:172659103..172666876	FASLG, ALPS1B, APT1LG1, APTL, CD178, CD95-L, CD95L, FASL, TNFSF6, TNLG1A; Fas ligand
hsa:8995	CDS	1:complement(173039202..173050941)	TNFSF18, AITRL, GITRL, TL6, TNLG2A, hGITRL; TNF superfamily member 18
hsa:7292	CDS	1:complement(173172870..173450733)	TNFSF4, CD134L, CD252, GP34, OX-40L, OX4OL, TNLG2B, TXGP1; TNF superfamily member 4
hsa:9588	CDS	1:173477335..173488815	PRDX6, 1-Cys, AOP2, HEL-S-128m, LPCAT-5, NSGPx, PRX, aiPLA2, p29; peroxiredoxin 6
hsa:284525	CDS	1:complement(173500460..173603072)	SLC9C2, NHE11, SLC9A11; solute carrier family 9 member C2 (putative)
hsa:339416	CDS	1:complement(173608336..173715185)	ANKRD45, CT117; ankyrin repeat domain 45
hsa:730159	CDS	1:173635338..173637130	TEX50; testis expressed 50
hsa:124904822	ncRNA	1:complement(173660097..173660200)	small nucleolar RNA U13
hsa:27252	CDS	1:173714981..173786692	KLHL20, KHLHX, KLEIP, KLHLX; kelch like family member 20
hsa:91687	CDS	1:complement(173799550..173824883)	CENPL, C1orf155, CENP-L, dJ383J4.3; centromere protein L
hsa:55157	CDS	1:173824673..173858546	DARS2, ASPRS, LBSL, MT-ASPRS, mtAspRS; aspartyl-tRNA synthetase 2, mitochondrial
hsa:26769	ncRNA	1:complement(173864146..173864222)	SNORD81, RNU104, U81, Z23; small nucleolar RNA, C/D box 81
hsa:26802	ncRNA	1:complement(173864369..173864445)	SNORD47, RNU47, U47; small nucleolar RNA, C/D box 47
hsa:26774	ncRNA	1:complement(173864833..173864903)	SNORD80, RNU100, U80, Z15; small nucleolar RNA, C/D box 80
hsa:26770	ncRNA	1:complement(173865350..173865430)	SNORD79, RNU103, U79, Z22; small nucleolar RNA, C/D box 79
hsa:692198	ncRNA	1:complement(173865622..173865686)	SNORD78, U78; small nucleolar RNA, C/D box 78
hsa:26806	ncRNA	1:complement(173865968..173866028)	SNORD44, RNU44, U44; small nucleolar RNA, C/D box 44
hsa:106635533	ncRNA	1:complement(173866205..173866290)	SNORA103; small nucleolar RNA, H/ACA box 103
hsa:692197	ncRNA	1:complement(173866301..173866370)	SNORD77, SNORD77A, U77; small nucleolar RNA, C/D box 77
hsa:692196	ncRNA	1:complement(173866635..173866715)	SNORD76, U76; small nucleolar RNA, C/D box 76
hsa:692195	ncRNA	1:complement(173866879..173866938)	SNORD75, U75; small nucleolar RNA, C/D box 75
hsa:619498	ncRNA	1:complement(173867674..173867745)	SNORD74, SNORD74A, U74, Z18; small nucleolar RNA, C/D box 74
hsa:84614	CDS	1:173868082..173903547	ZBTB37, D430004I08Rik, ZNF908; zinc finger and BTB domain containing 37
hsa:462	CDS	1:complement(173903800..173917327)	SERPINC1, AT3, AT3D, ATIII, ATIII-R2, ATIII-T1, ATIII-T2, THPH7; serpin family C member 1
hsa:149041	CDS	1:complement(173931084..174022357)	RC3H1, FHL6, IMDSHY, RNF198, ROQUIN; ring finger and CCCH-type domains 1
hsa:9910	CDS	1:174159520..174995308	RABGAP1L, HHL, TBC1D18; RAB GTPase activating protein 1 like
hsa:124904825	ncRNA	1:complement(174200129..174200230)	small nucleolar RNA U13
hsa:9293	CDS	1:174447964..174449545	GPR52; G protein-coupled receptor 52
hsa:27101	CDS	1:174999435..175012027	CACYBP, GIG5, PNAS-107, S100A6BP, SIP; calcyclin binding protein
hsa:63931	CDS	1:complement(175012958..175023425)	MRPS14, COXPD38, DJ262D12.2, HSMRPS14, MRP-S14, S14mt, uS14m; mitochondrial ribosomal protein S14
hsa:63923	CDS	1:175067833..175148075	TNN, TN-W, TNW; tenascin N
hsa:9674	CDS	1:complement(175156986..175192987)	KIAA0040
hsa:7143	CDS	1:complement(175315194..175743595)	TNR, NEDSTO, TN-R; tenascin R
hsa:64326	CDS	1:complement(175944831..176207286)	COP1, CFAP78, FAP78, RFWD2, RNF200; COP1 E3 ubiquitin ligase
hsa:113839518	miRNA	1:complement(175968370..175968479)	MIR1843; microRNA 1843
hsa:677679	ncRNA	1:complement(175968397..175968540)	SCARNA3, HBI-100; small Cajal body-specific RNA 3
hsa:124904756	ncRNA	1:176217541..176217602	U7 small nuclear RNA
hsa:60676	CDS	1:176463175..176845601	PAPPA2, PAPP-A2, PAPP-E, PAPPE, PLAC3, SSDA; pappalysin 2
hsa:460	CDS	1:complement(176857321..177164712)	ASTN1, ASTN; astrotactin 1
hsa:574441	miRNA	1:complement(177029363..177029445)	MIR488, MIRN488, hsa-mir-488, mir-488; microRNA 488
hsa:57795	CDS	1:177170958..177282422	BRINP2, DBCCR1L2, FAM5B; BMP/retinoic acid inducible neural specific 2
hsa:89866	CDS	1:complement(177928788..177984284)	SEC16B, LZTR2, PGPR-p117, RGPR, RGPR-p117, SEC16S; SEC16 homolog B, endoplasmic reticulum export factor
hsa:111240474	CDS	1:complement(177928788..178037976)	CRYZL2P-SEC16B; CRYZL2P-SEC16B readthrough
hsa:9462	CDS	1:178094104..178478850	RASAL2, NGAP; RAS protein activator like 2
hsa:400797	CDS	1:complement(178478792..178499623)	CLEC20A, LINC00083, NCRNA00083; C-type lectin domain containing 20A
hsa:84066	CDS	1:178513109..178523510	TEX35, C1orf49, TSC24; testis expressed 35
hsa:100616328	miRNA	1:178677749..178677834	MIR4424; microRNA 4424
hsa:55103	CDS	1:178725244..178921840	RALGPS2, dJ595C2.1; Ral GEF with PH domain and SH3 binding motif 2
hsa:9068	CDS	1:complement(178849535..178871077)	ANGPTL1, ANG3, ANGPT3, ARP1, AngY, UNQ162, dJ595C2.2; angiopoietin like 1
hsa:9917	CDS	1:179017334..179076567	FAM20B, gxk1; FAM20B glycosaminoglycan xylosylkinase
hsa:64222	CDS	1:179082070..179095996	TOR3A, ADIR, ADIR2; torsin family 3 member A
hsa:27	CDS	1:complement(179099330..179229677)	ABL2, ABLL, ARG; ABL proto-oncogene 2, non-receptor tyrosine kinase
hsa:124900429	ncRNA	1:179201487..179201627	small nucleolar RNA SNORA67
hsa:6646	CDS	1:179293797..179358680	SOAT1, ACACT, ACAT, ACAT-1, ACAT1, SOAT, STAT; sterol O-acyltransferase 1
hsa:126859	CDS	1:179365705..179554735	AXDND1, C1orf125; axonemal dynein light chain domain containing 1
hsa:7827	CDS	1:complement(179550539..179575948)	NPHS2, PDCN, SRN1; NPHS2 stomatin family member, podocin
hsa:163589	CDS	1:179591613..179691272	TDRD5, TUDOR3; tudor domain containing 5
hsa:148753	CDS	1:179727776..179816198	FAM163A, C1orf76, NDSP; family with sequence similarity 163 member A
hsa:113219451	miRNA	1:179803924..179804025	MIR12116; microRNA 12116
hsa:163590	CDS	1:complement(179839976..179877803)	TOR1AIP2, IFRG15, LULL1, NET9; torsin 1A interacting protein 2
hsa:26092	CDS	1:179882285..179920076	TOR1AIP1, LAP1, LAP1B, LAP1C, LGMD2Y; torsin 1A interacting protein 1
hsa:139427322	CDS	1:179882316..179882393	uncharacterized LOC139427322
hsa:9857	CDS	1:179954810..180114875	CEP350, CAP350, GM133; centrosomal protein 350
hsa:5768	CDS	1:180154869..180204030	QSOX1, Q6, QSCN6; quiescin sulfhydryl oxidase 1
hsa:89884	CDS	1:180228375..180278984	LHX4, CPHD4; LIM homeobox 4
hsa:84320	CDS	1:complement(180269653..180502577)	ACBD6, NEDPM; acyl-CoA binding domain containing 6
hsa:100423032	miRNA	1:complement(180438314..180438390)	MIR3121, mir-3121; microRNA 3121
hsa:9213	CDS	1:180632022..180890279	XPR1, IBGC6, SLC53A1, SYG1, X3; xenotropic and polytropic retrovirus receptor 1
hsa:57710	CDS	1:180912897..180951614	KIAA1614
hsa:10228	CDS	1:complement(180972725..181022870)	STX6; syntaxin 6
hsa:3140	CDS	1:181033387..181061938	MR1, HLALS; major histocompatibility complex, class I-related
hsa:51278	CDS	1:181088700..181092900	IER5, SBBI48; immediate early response 5
hsa:777	CDS	1:181317699..181808084	CACNA1E, BII, CACH6, CACNL1A6, Cav2.3, DEE69, EIEE69, gm139; calcium voltage-gated channel subunit alpha1 E
hsa:127665	CDS	1:complement(182054570..182069646)	ZNF648; zinc finger protein 648
hsa:2752	CDS	1:complement(182378098..182391790)	GLUL, DEE116, GLNS, GS, PIG43, PIG59; glutamate-ammonia ligase
hsa:127670	CDS	1:complement(182398117..182400667)	TEDDM1, EDDM9, Epdd1, HE9, HEL-S-45e, TMEM45C; transmembrane epididymal protein 1
hsa:353299	CDS	1:182447877..182560597	RGSL1, RGSL, RGSL2; regulator of G protein signaling like 1
hsa:6041	CDS	1:complement(182573634..182589256)	RNASEL, PRCA1, RNS4; ribonuclease L
hsa:6004	CDS	1:complement(182598623..182604389)	RGS16, A28-RGS14, A28-RGS14P, RGS-R; regulator of G protein signaling 16
hsa:85397	CDS	1:complement(182641818..182752376)	RGS8; regulator of G protein signaling 8
hsa:80896	CDS	1:182789773..182830384	NPL, C112, C1orf13, NAL, NPL1; N-acetylneuraminate pyruvate lyase
hsa:1660	CDS	1:182839347..182887982	DHX9, DDX9, LKP, MRD75, NDH2, NDHII, RHA; DExH-box helicase 9
hsa:81626	CDS	1:complement(182899865..182953166)	SHCBP1L, C1orf14, GE36; SHC binding and spindle associated 1 like
hsa:3915	CDS	1:183023420..183145592	LAMC1, LAMB2; laminin subunit gamma 1
hsa:3918	CDS	1:183186264..183258968	LAMC2, B2T, BM600, CSF, EBR2, EBR2A, JEB3A, JEB3B, LAMB2T, LAMNB2; laminin subunit gamma 2
hsa:23057	CDS	1:complement(183248237..183418380)	NMNAT2, C1orf15, PNAT2; nicotinamide nucleotide adenylyltransferase 2
hsa:9887	CDS	1:183472499..183554191	SMG7, C1orf16, EST1C, SGA56M; SMG7 nonsense mediated mRNA decay factor
hsa:4688	CDS	1:complement(183555562..183601849)	NCF2, NCF-2, NOXA2, P67-PHOX, P67PHOX; neutrophil cytosolic factor 2
hsa:10092	CDS	1:complement(183620846..183635783)	ARPC5, ARC16, IMD113, dJ127C7.3, p16-Arc; actin related protein 2/3 complex subunit 5
hsa:23179	CDS	1:183636109..183928532	RGL1, RGL; ral guanine nucleotide dissociation stimulator like 1
hsa:403314	CDS	1:complement(183646275..183653316)	APOBEC4, C1orf169; apolipoprotein B mRNA editing enzyme catalytic polypeptide like 4
hsa:23127	CDS	1:complement(183929662..184037728)	COLGALT2, C1orf17, ColGalT_2, GLT25D2; collagen beta(1-O)galactosyltransferase 2
hsa:116461	CDS	1:184051730..184097485	TSEN15, C1orf19, PCH2F, sen15; tRNA splicing endonuclease subunit 15
hsa:81563	CDS	1:184387029..184629019	C1orf21, PIG13; chromosome 1 open reading frame 21
hsa:80267	CDS	1:complement(184690237..184754858)	EDEM3, C1orf22, CDG2V; ER degradation enhancing alpha-mannosidase like protein 3
hsa:116496	CDS	1:complement(184791032..184974508)	NIBAN1, C1orf24, FAM129A, GIG39, NIBAN; niban apoptosis regulator 1
hsa:6045	CDS	1:185045558..185102603	RNF2, BAP-1, BAP1, DING, HIPI3, LUSYAM, RING1B, RING2; ring finger protein 2
hsa:81627	CDS	1:complement(185118101..185157537)	TRMT1L, C1orf25, MST070, MSTP070, TRM1L, bG120K12.3; tRNA methyltransferase 1L
hsa:54823	CDS	1:185157060..185291781	SWT1, C1orf26, HsSwt1; SWT1 RNA endoribonuclease homolog
hsa:10625	CDS	1:complement(185296388..185317243)	IVNS1ABP, ARA3, FLARA3, HSPC068, IMD70, KLHL39, ND1, NS-1, NS1-BP, NS1BP; influenza virus NS1A binding protein
hsa:83872	CDS	1:185734391..186190949	HMCN1, ARMD1, FBLN6, FIBL-6, FIBL6; hemicentin 1
hsa:10216	CDS	1:186296273..186314567	PRG4, CACP, HAPO, JCAP, MSF, SZP; proteoglycan 4
hsa:7175	CDS	1:complement(186311652..186375253)	TPR, MRT79; translocated promoter region, nuclear basket protein
hsa:54953	CDS	1:186375838..186435031	ODR4, C1orf27, TTG1, odr-4; odr-4 GPCR localization factor homolog
hsa:5132	CDS	1:complement(186443566..186461114)	PDC, MEKA, PHD, PhLOP, PhLP; phosducin
hsa:5743	CDS	1:complement(186671791..186680423)	PTGS2, COX-2, COX2, GRIPGHS, PGG/HS, PGHS-2, PHS-2, hCox-2; prostaglandin-endoperoxide synthase 2
hsa:5321	CDS	1:186828949..186988981	PLA2G4A, GURDP, PLA2G4, cPLA2, cPLA2-alpha; phospholipase A2 group IVA
hsa:339479	CDS	1:complement(190097658..190477864)	BRINP3, DBCCR1L, DBCCR1L1, FAM5C; BMP/retinoic acid inducible neural specific 3
hsa:64407	CDS	1:192158462..192185815	RGS18, RGS13; regulator of G protein signaling 18
hsa:431704	CDS	1:192316992..192367285	RGS21; regulator of G protein signaling 21
hsa:5996	CDS	1:192575773..192580024	RGS1, 1R20, BL34, HEL-S-87, IER1, IR20; regulator of G protein signaling 1
hsa:6003	CDS	1:192636147..192660311	RGS13; regulator of G protein signaling 13
hsa:100616345	miRNA	1:192716328..192716390	MIR4426; microRNA 4426
hsa:5997	CDS	1:192809039..192812275	RGS2, G0S8; regulator of G protein signaling 2
hsa:51377	CDS	1:complement(193012254..193060076)	UCHL5, CGI-70, INO80R, UCH-L5, UCH37; ubiquitin C-terminal hydrolase L5
hsa:107397392	ncRNA	1:complement(193057281..193057415)	SCARNA18B; small Cajal body-specific RNA 18B
hsa:6738	CDS	1:193059612..193091777	RO60, RORNP, SSA2, TROVE2; Ro60, Y RNA binding protein
hsa:51022	CDS	1:complement(193096465..193106114)	GLRX2, CGI-133, GRX2; glutaredoxin 2
hsa:79577	CDS	1:193122031..193254815	CDC73, C1orf28, FIHP, HPTJT, HRPT1, HRPT2, HYX; cell division cycle 73
hsa:100302163	miRNA	1:193136503..193136583	MIR1278, MIRN1278, hsa-mir-1278, mir-1278; microRNA 1278
hsa:8707	CDS	1:complement(193178730..193186613)	B3GALT2, BETA3GALT2, GLCT2, beta3Gal-T2; beta-1,3-galactosyltransferase 2
hsa:343450	CDS	1:complement(196225779..196608440)	KCNT2, DEE57, EIEE57, KCa4.2, KNa1.2, SLICK, SLO2.1; potassium sodium-activated channel subfamily T member 2
hsa:100616363	miRNA	1:complement(196582413..196582481)	MIR4735; microRNA 4735
hsa:3075	CDS	1:196652043..196747504	CFH, AHUS1, AMBP1, ARMD4, ARMS1, CFHL3, FH, FHL1, HF, HF1, HF2, HUS; complement factor H
hsa:10878	CDS	1:196774840..196795407	CFHR3, CFHL3, DOWN16, FHR-3, FHR3, HLF4; complement factor H related 3
hsa:3078	CDS	1:196819731..196832189	CFHR1, CFHL, CFHL1, CFHL1P, CFHR1P, FHL-1, FHR-1, FHR1, H36, H36-1, H36-2, HFL1, HFL2; complement factor H related 1
hsa:10877	CDS	1:196888052..196918633	CFHR4, CFHL4, FHR-4, FHR4; complement factor H related 4
hsa:3080	CDS	1:196943738..196959622	CFHR2, CFHL2, FHR2, HFL3; complement factor H related 2
hsa:81494	CDS	1:196975034..197009678	CFHR5, CFHL5, CFHR5D, FHR-5, FHR5; complement factor H related 5
hsa:2165	CDS	1:complement(197038741..197067260)	F13B, FXIIIB; coagulation factor XIII B chain
hsa:259266	CDS	1:complement(197084127..197146669)	ASPM, ASP, Calmbp1, MCPH5; assembly factor for spindle microtubules
hsa:360023	CDS	1:complement(197153682..197201293)	ZBTB41, FRBZ1, ZNF924; zinc finger and BTB domain containing 41
hsa:23418	CDS	1:197201504..197478455	CRB1, CRB1-A, CRB1-B, CRB1-C, LCA8, RP12; crumbs cell polarity complex component 1
hsa:163486	CDS	1:complement(197504748..197782150)	DENND1B, C1ORF18, C1orf218, FAM31B; DENN domain containing 1B
hsa:388722	CDS	1:197902630..197907362	C1orf53; chromosome 1 open reading frame 53
hsa:56956	CDS	1:197912464..197935478	LHX9; LIM homeobox 9
hsa:140609	CDS	1:198156998..198322420	NEK7; NIMA related kinase 7
hsa:127124	CDS	1:complement(198523222..198540945)	ATP6V1G3, ATP6G3, Vma10; ATPase H+ transporting V1 subunit G3
hsa:5788	CDS	1:198638713..198757476	PTPRC, B220, CD45, CD45R, GP180, IMD105, L-CA, LCA, LY5, T200; protein tyrosine phosphatase receptor type C
hsa:406955	miRNA	1:complement(198858873..198858982)	MIR181B1, MIRN181B1, mir-181b-1; microRNA 181b-1
hsa:406995	miRNA	1:complement(198859044..198859153)	MIR181A1, MIR213, MIRN181A1, MIRN213, hsa-mir-181a-1, mir-181a-1, mir-213; microRNA 181a-1
hsa:124904853	ncRNA	1:199961607..199961710	small nucleolar RNA U13
hsa:2494	CDS	1:200027710..200177415	NR5A2, B1F, B1F2, CPF, FTF, FTZ-F1, FTZ-F1beta, LRH-1, LRH1, hB1F-2; nuclear receptor subfamily 5 group A member 2
hsa:23528	CDS	1:complement(200404951..200410036)	ZNF281, GZP1, ZBP-99, ZBP99, ZNP-99; zinc finger protein 281
hsa:9928	CDS	1:complement(200551497..200620751)	KIF14, MCPH20, MKS12; kinesin family member 14
hsa:83479	CDS	1:complement(200640805..200669907)	DDX59, OFD5, ZNHIT5; DEAD-box helicase 59
hsa:23271	CDS	1:200738893..200860704	CAMSAP2, CAMSAP1L1; calmodulin regulated spectrin associated protein family member 2
hsa:2848	CDS	1:200872981..200874178	GPR25; G protein-coupled receptor 25
hsa:55765	CDS	1:200891531..200915742	INAVA, C1orf106; innate immunity activator
hsa:23046	CDS	1:complement(200969390..201023714)	KIF21B; kinesin family member 21B
hsa:779	CDS	1:complement(201039512..201112426)	CACNA1S, CACNL1A3, CCHL1A3, CMYO18, CMYP18, Cav1.1, DHPRM, HOKPP, HOKPP1, MHS5, TTPP1, hypoPP; calcium voltage-gated channel subunit alpha1 S
hsa:647219	CDS	1:complement(201113943..201127184)	ASCL5, ASH-5, AmeloD, bHLHa47; achaete-scute family bHLH transcription factor 5
hsa:252839	CDS	1:complement(201134772..201171558)	TMEM9, DERM4, TMEM9A; transmembrane protein 9
hsa:91156	CDS	1:201190824..201228952	IGFN1, EEF1A2BP1; immunoglobulin like and fibronectin type III domain containing 1
hsa:5317	CDS	1:201283506..201332989	PKP1, B6P, EDSFS; plakophilin 1
hsa:7139	CDS	1:complement(201359014..201377680)	TNNT2, CMD1D, CMH2, CMPD2, LVNC6, RCM3, TnTC, cTnT; troponin T2, cardiac type
hsa:3898	CDS	1:complement(201380833..201399324)	LAD1, LadA; ladinin 1
hsa:7135	CDS	1:complement(201403784..201421730)	TNNI1, SSTNI, TNN1; troponin I1, slow skeletal type
hsa:23612	CDS	1:complement(201464278..201469188)	PHLDA3, TIH1; pleckstrin homology like domain family A member 3
